-9.525877748258678723e-01,5.348651964964407091e-01,-5.599389304715903570e+00
2.273983703186394367e-01,5.287848458415954633e-01,-8.089017549902669302e+00
-2.554784960800743354e-01,1.650300083679623553e+00,1.915297228482067737e+00
5.678001332678725976e-01,-9.546327418344547899e-01,-9.257281223019486749e-01
-1.457093421033862191e+00,-8.055941666628539943e-01,-1.027606187878241073e+01
2.524210247509982574e-01,8.694843997328021157e-01,-6.086117913262141244e-01
6.688335854461642249e-01,1.547517557754004291e-01,-6.717904370123872759e-01
1.076577434072012673e+00,-3.343839645967598001e-02,4.173899955562669462e+00
-4.974354648353026542e-01,4.512178786806818609e-01,-3.949652354571719926e-02
7.050363337873373215e-01,-1.180505928823597284e+00,-5.593366957369925174e+00
9.543634065484193352e-01,-3.774175818828485740e-01,-1.030746781096689046e+00
-1.576752337410567417e+00,-1.934196650465165937e-02,-5.350348366032655179e+00
2.644337008956590962e-01,2.485347546304895738e-01,6.983701671365597718e+00
2.850536334183656484e-01,-2.378500818218044210e-01,1.569778617225648265e+00
-3.339272766548896376e-01,1.778788207992371417e-01,2.862877409644820625e-02
2.937503074560510186e-01,-2.725804326550310686e-01,-2.264882609917653777e+00
6.060648892440936852e-02,-1.326389401000073631e+00,-9.156700811829209030e+00
7.465474606762331211e-01,-8.821606426319720251e-01,-7.991396157471137407e+00
-1.203651184410442498e+00,-9.468886076336379132e-01,-2.926168443812291020e+00
6.109887729499198228e-01,2.271075440958941483e-01,-1.385758772130214567e+01
-2.251217301603617715e-01,-1.708915698509775316e+00,-2.618104675247906687e+00
6.252301625711781385e-01,-1.558451868357429992e+00,5.847437940720879190e+00
-1.555814939775302719e+00,-8.839101603488251635e-02,-4.433282319891663548e+00
3.808431745145478553e-01,-4.409048214858114489e-01,-3.921459104527035500e+00
4.805003162448717169e-01,3.052555365752154248e-01,-5.360951186420056302e+00
-1.423480112196378489e+00,1.010121141176166804e+00,1.103750268067779672e+01
-1.258470285517217180e+00,3.305467977166671734e-01,1.021167132058678151e+00
8.749424967125173092e-02,-1.362962388369192368e+00,-1.266579097910542906e-01
-3.868653214342355207e-01,-5.619756073765088678e-01,6.223258503211802406e+00
-6.258094630633577182e-01,4.771294335960411526e-01,8.904442022341561014e+00
-5.792851658557989225e-01,-1.346685426786483841e+00,-8.473538523600691263e+00
-2.297727915005964849e-01,-1.276309933854757883e+00,-1.307816595374990243e+01
2.502967285600861125e-01,6.403780795909674861e-01,-3.207697965651776784e-01
1.028639253603943482e+00,-1.076262672422296784e+00,-1.476459092728549649e+01
-2.363143248422339832e-03,-1.509691701352271487e-01,-2.503546370088389317e+00
-3.398325503752952503e-01,5.947617338360915440e-01,-2.276435925993990139e+00
5.643284583644557761e-01,-1.881277058369291266e+00,-1.040609562969124990e+00
-3.292996649587079272e+00,4.646902776760686860e-01,-1.081406717324559885e+01
1.340546468725164919e+00,-5.934519724282807385e-01,-3.561585823112336513e+00
-1.782979659848669796e+00,1.996028375576952563e-01,-4.327899836748162699e+00
9.925584304193765806e-02,-1.884886363912988694e+00,-8.714468347493387057e-01
1.424221656780343181e+00,4.682115497698495776e-01,9.743906323989303786e+00
-3.113981580141989610e-03,1.875619847386810479e-01,-1.343878593118173370e+00
-9.831423487657358073e-01,-3.401083068162708001e-01,-2.180350422355659123e+00
3.570357455198108765e-01,1.018513019326949376e+00,3.206200239938514329e+00
5.182633543973742540e-01,-5.813354400688177659e-01,-1.180830572239346399e+00
7.755852977008321769e-01,7.233950630049816866e-01,-5.030715494219229811e+00
7.573219620774109817e-01,-9.564280687964029637e-01,5.801738666148900769e+00
1.869890927272180869e+00,4.447787006976153812e-01,1.070253047574978567e+01
-6.155641658410729855e-01,-3.740304684015385850e-01,2.200175366567362012e+00
3.095618923417939872e-01,-9.502060810148780234e-01,3.343620067894549575e+00
-5.275771180160072210e-02,4.498288367053592252e-01,6.054503586883472899e+00
1.664214232887099243e+00,-7.568355752014780391e-01,5.963812590934878255e-01
-6.182261335969227445e-02,7.595928189769629579e-01,2.950207880037113650e+00
-1.287524357091476279e+00,1.391105714768634094e+00,8.039049117207648365e+00
-1.096140464259273348e-02,9.003108603367315776e-01,1.851540162429101910e+00
-3.178931796598157833e-01,6.841910479993623673e-01,4.061625352252971943e+00
-1.182986735754588958e-01,4.734609149160593500e-01,-3.397054375031898665e+00
5.894438272267231715e-01,-2.598853787087131106e+00,-1.032272022611705609e+01
-1.213335575591611093e+00,-2.023205537183229374e+00,-9.680638035758448723e-01
1.916682733454480481e+00,-2.530583653255390475e-01,2.886312760040993020e+00
-5.887597192724756123e-01,-1.013214512407466072e+00,-3.101405972907627984e+00
-7.367463546072511305e-01,5.610027797887825463e-01,3.863362553395298882e+00
-2.861195772202413529e-02,-4.796939479072579449e-01,-4.763023565855688091e+00
-3.669917441939788971e-01,-3.033227578337416991e-02,-1.457347820158046758e+00
-4.729710126165927453e-01,8.365256827663068995e-01,3.635469004230718060e+00
-1.243000137445005177e-01,7.896618061668433386e-01,3.695002679421374836e+00
7.388803351921486851e-01,-4.892784678634933826e-01,-6.481094453591516036e+00
-4.820042448382370059e-01,-8.985004310381472514e-01,5.387179980986602779e+00
3.753470262916756006e-01,-2.955540019953765696e-01,-1.021910931709945736e+00
2.225213389370157557e-01,1.088262349613764224e+00,5.091168912507619382e+00
1.390700479008592172e+00,3.942959839388256449e-01,-7.530844695246369902e+00
-1.002102935846980625e+00,6.403131410068418905e-01,9.199849314211844264e-02
5.425234472879336689e-01,-3.815878021253564789e-01,1.152753715747190988e+01
-5.104583101855487970e-02,-1.557357821910602347e+00,-9.911683545129266193e-01
-9.673184603010782923e-02,-3.190671462245199819e-01,1.207511717678336183e+01
1.187308476779476818e+00,5.052895716671481630e-01,8.516486420650817735e+00
8.063271919871031201e-01,-7.738361006536139675e-01,5.821802371304729995e+00
6.424431005183185439e-01,8.380174974261199727e-01,9.496908758240548920e+00
-3.467959126877575016e-01,5.374707796371264168e-01,-2.249055686582547509e+00
-8.044208430710866331e-01,4.412681151629966880e-01,-6.864945246476946927e+00
-6.274684572954826178e-01,-2.082486207458097649e+00,-7.010208650173455069e+00
1.108854150987614640e+00,3.478298189022474562e-01,-4.933482444550323365e+00
4.915772405562783831e-01,1.346452205159119231e+00,2.883569021687528267e+00
-3.212201928258430761e-01,1.675973363478843181e-01,5.021392183442750401e+00
7.358402668733197149e-01,-1.129583440986627885e+00,1.565656665464565389e+00
2.525956551110654646e-01,-1.551283787297096151e+00,-1.418835145850570179e+01
8.345067076527969974e-01,-9.639861284282219556e-01,-1.389499330270539623e+00
2.502067222497837973e-01,1.805660142084459518e-01,6.765653013752830347e+00
-8.133990529110612933e-01,1.866373164235459514e+00,9.841402595413155652e-01
-7.229141214415529815e-01,-3.877056586015685258e-01,-4.038360410447006110e+00
-5.745419576429646735e-01,-1.549362712097625217e+00,8.285935197011333742e-01
-1.597815825729701489e+00,-8.530979354482363108e-01,-2.034868620719749899e+01
-6.964993212241825660e-01,-2.329036322271983206e+00,-1.255996296968585746e+01
-1.055190039627938781e+00,-1.322981346144264658e-01,-7.401999626572414392e+00
9.598513106274064732e-01,-1.180566330293667532e+00,-3.853936086639291325e-01
-7.074530948561514876e-01,1.881650825968739671e+00,-2.035719134509166750e+00
1.524204018933456306e-01,8.934652889003971143e-01,1.478980218369732214e+01
5.850190177936531732e-01,1.305838517610181881e+00,1.469427223308302644e+01
9.079675208138513476e-01,1.146517901088979885e+00,3.214848669298081774e+00
